food_id,food_name,cuisine_type,region,country,diet_type,meal_type,serving_size_g,calories,protein_g,fat_g,carbs_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,suitable_breakfast,suitable_lunch,suitable_dinner,suitable_snack,spring,summer,fall,winter,allergens
424,Chiles Rellenos,Mexican,Latin American,Mexico,Vegetarian,Dessert,100,210.1,8.9,14.9,44.5,0.2,31.7,326.0,36.0,0,1,0,0,1,1,1,1,[]
425,Cheese Pizza,American,North American,United States,Vegetarian,Beverage,100,322.0,6.9,18.3,49.8,8.6,12.8,274.0,23.0,0,1,0,1,1,1,1,1,"['Gluten', 'None', 'Shellfish']"
426,Freekeh with Vegetables,Lebanese,Middle Eastern,Lebanon,Vegetarian,Lunch,100,116.8,4.1,20.0,23.1,8.0,12.3,701.0,40.0,1,1,1,0,1,1,1,1,"['Dairy', 'Gluten']"
427,Vegetable Khao Soi,Thai,Asian,Thailand,Vegetarian,Breakfast,100,260.4,5.6,13.2,23.9,1.2,8.5,649.0,23.0,1,0,0,1,1,1,0,1,"['Dairy', 'Eggs', 'Nuts']"
428,Wonton Soup,Chinese,Asian,China,Non-Vegetarian,Beverage,100,228.2,28.1,13.1,5.4,4.6,6.2,986.0,35.0,0,0,1,1,1,1,1,0,"['Eggs', 'Dairy', 'Nuts']"
429,Huevos Rancheros,Mexican,Latin American,Mexico,Non-Vegetarian,Dessert,100,451.1,6.6,21.3,46.9,4.3,29.7,823.0,149.0,0,1,1,1,0,0,1,0,"['None', 'Dairy', 'Soy']"
430,Souvlaki,Greek,European,Greece,Non-Vegetarian,Dinner,100,339.2,23.8,23.6,16.7,1.4,6.0,1135.0,141.0,0,1,1,0,1,0,1,1,[]
431,Vegetable Brandade,French,European,France,Vegetarian,Breakfast,100,285.5,12.9,9.2,49.9,7.9,13.7,663.0,29.0,1,0,0,0,1,1,1,1,[]
432,Kishk,Lebanese,Middle Eastern,Lebanon,Vegetarian,Beverage,100,248.3,3.6,10.7,37.0,7.4,6.2,759.0,7.0,0,1,1,1,0,1,1,1,"['None', 'Soy', 'Shellfish']"
433,Mangalorean Chicken Curry,Indian,Asian,India,Non-Vegetarian,Snack,100,275.1,28.8,23.3,24.5,1.7,1.6,872.0,102.0,0,0,0,1,1,1,0,1,"['Soy', 'Gluten']"
434,Mentaiko,Japanese,Asian,Japan,Non-Vegetarian,Dinner,100,194.8,29.1,18.0,25.0,5.0,1.7,317.0,123.0,0,1,1,0,1,0,1,1,"['Gluten', 'None']"
435,Gigot d'Agneau,French,European,France,Non-Vegetarian,Snack,100,302.4,29.0,26.4,29.1,5.8,5.4,740.0,78.0,1,0,0,1,1,1,1,1,[]
436,Albóndigas,Spanish,European,Spain,Non-Vegetarian,Beverage,100,188.4,26.5,14.1,32.6,3.5,5.9,619.0,36.0,0,1,0,0,1,0,1,1,[]
437,Filetto al Pepe Verde,Italian,European,Italy,Non-Vegetarian,Dinner,100,157.9,23.5,9.9,23.2,5.3,8.8,893.0,55.0,0,1,1,0,1,1,1,1,[]
438,Shrimp Ceviche,Mexican,Latin American,Mexico,Non-Vegetarian,Breakfast,100,415.7,18.3,8.9,42.1,3.0,16.4,1198.0,34.0,1,1,0,1,1,1,1,1,['Soy']
439,Judías Verdes con Tomate,Spanish,European,Spain,Vegetarian,Dinner,100,324.3,10.5,19.5,28.6,8.8,1.9,335.0,3.0,0,1,1,0,1,1,1,1,['None']
440,Kontosouvli,Greek,European,Greece,Non-Vegetarian,Dinner,100,393.8,31.3,26.8,33.1,0.5,3.9,364.0,55.0,1,1,1,0,1,0,1,1,"['Nuts', 'Eggs']"
441,Lotus Root Stir-Fry,Chinese,Asian,China,Vegetarian,Beverage,100,157.3,8.6,7.6,14.0,3.3,3.1,781.0,30.0,1,1,0,0,1,1,1,0,"['Nuts', 'Dairy']"
442,Pad See Ew,Thai,Asian,Thailand,Non-Vegetarian,Dessert,100,490.3,5.0,15.6,52.9,1.6,22.5,509.0,46.0,0,1,1,0,0,0,0,1,"['Shellfish', 'None']"
443,Butadon,Japanese,Asian,Japan,Non-Vegetarian,Dinner,100,214.1,22.1,22.8,6.9,1.3,8.1,432.0,71.0,0,1,1,0,0,1,1,1,[]
444,Cozze alla Marinara,Italian,European,Italy,Non-Vegetarian,Breakfast,100,416.2,7.3,6.7,34.5,3.1,12.1,1023.0,46.0,1,1,0,0,1,1,1,1,"['Dairy', 'Gluten']"
445,Mloukhieh,Lebanese,Middle Eastern,Lebanon,Non-Vegetarian,Lunch,100,295.2,25.1,11.2,23.7,1.6,4.9,374.0,85.0,0,1,0,0,1,1,1,1,"['Gluten', 'Nuts']"
446,Moo Ping,Thai,Asian,Thailand,Non-Vegetarian,Dinner,100,226.6,31.4,9.3,17.6,2.8,7.3,817.0,110.0,0,1,1,0,0,0,1,1,"['Shellfish', 'Eggs', 'Dairy']"
447,Enoki Mushroom Stir-Fry,Chinese,Asian,China,Vegetarian,Dinner,100,294.3,13.3,8.3,31.5,8.7,14.9,723.0,15.0,0,1,1,0,1,1,1,1,"['Eggs', 'Dairy']"
448,Chicken Sambousek,Lebanese,Middle Eastern,Lebanon,Non-Vegetarian,Beverage,100,198.8,24.8,24.3,19.8,2.9,8.4,625.0,133.0,0,1,1,0,1,1,0,0,"['Eggs', 'Soy']"
449,Pho Bo,Vietnamese,Asian,Vietnam,Non-Vegetarian,Lunch,100,251.7,21.6,18.0,27.9,0.8,2.0,1156.0,51.0,0,1,1,0,1,1,1,1,['Eggs']
450,Aloo Capsicum,Indian,Asian,India,Vegetarian,Dinner,100,241.9,10.0,11.3,35.8,3.8,8.7,361.0,26.0,0,1,1,0,1,1,1,1,[]
451,Doenjang Jjigae,Korean,Asian,South Korea,Vegetarian,Dinner,100,135.3,9.9,6.1,21.1,3.7,3.6,678.0,11.0,0,1,1,0,1,1,1,1,"['Gluten', 'Nuts']"
452,Gaeng Pa,Thai,Asian,Thailand,Non-Vegetarian,Beverage,100,381.8,34.4,20.6,9.3,2.2,8.0,631.0,40.0,1,1,1,0,1,1,1,1,"['Eggs', 'Nuts', 'Dairy']"
453,Frittata di Spinaci,Italian,European,Italy,Vegetarian,Lunch,100,239.2,13.1,16.5,17.0,7.4,4.1,253.0,35.0,0,1,0,0,1,1,1,1,[]
454,Duck Confit,French,European,France,Non-Vegetarian,Breakfast,100,262.4,8.9,5.0,46.1,6.5,13.3,975.0,48.0,1,0,0,0,1,0,0,1,"['Dairy', 'Shellfish']"
455,Vegetable Onigiri,Japanese,Asian,Japan,Vegetarian,Beverage,100,214.6,7.2,4.6,29.4,9.4,1.6,304.0,8.0,1,0,1,1,1,1,1,0,[]
456,Melanzane a Funghetto,Italian,European,Italy,Vegetarian,Snack,100,159.5,13.9,11.0,28.7,8.1,3.2,441.0,17.0,1,1,0,1,1,1,1,1,[]
457,Tofu Kimchi,Korean,Asian,South Korea,Vegetarian,Dessert,100,379.1,10.0,25.4,38.9,4.1,19.3,121.0,8.0,1,1,1,0,0,0,1,1,['Soy']
458,Vegetable Kimbap,Korean,Asian,South Korea,Vegetarian,Breakfast,100,285.1,12.7,17.3,47.3,4.6,11.0,135.0,1.0,1,0,0,1,1,1,1,0,"['Nuts', 'Shellfish', 'Soy']"
459,Szechuan Shrimp,Chinese,Asian,China,Non-Vegetarian,Beverage,100,287.8,23.8,26.5,9.8,0.1,4.5,514.0,36.0,1,1,1,1,1,1,0,1,[]
460,Vegetable Mjadra,Lebanese,Middle Eastern,Lebanon,Vegetarian,Snack,100,281.1,4.3,13.3,21.2,3.4,6.3,661.0,16.0,0,0,1,1,1,1,1,1,"['Dairy', 'Soy', 'Eggs']"
461,Yakitori,Japanese,Asian,Japan,Non-Vegetarian,Lunch,100,337.7,17.5,25.0,12.1,4.1,5.7,1136.0,76.0,0,1,0,0,1,1,1,1,[]
462,Zuppa di Orzo,Italian,European,Italy,Vegetarian,Snack,100,116.5,3.2,17.1,31.0,8.2,4.3,342.0,1.0,0,0,0,1,1,1,1,1,"['Gluten', 'Dairy', 'Eggs']"
463,Canh Bun,Vietnamese,Asian,Vietnam,Non-Vegetarian,Dinner,100,390.4,28.4,28.5,13.0,3.7,6.8,586.0,132.0,0,1,0,0,1,1,0,0,"['Dairy', 'Eggs']"
464,Frittata di Patate,Italian,European,Italy,Vegetarian,Dinner,100,336.8,13.6,15.6,21.1,4.3,14.5,107.0,29.0,0,1,1,1,1,1,1,0,"['Soy', 'Shellfish', 'Nuts']"
465,Drunken Chicken,Chinese,Asian,China,Non-Vegetarian,Dessert,100,411.9,6.6,29.8,35.9,1.7,17.0,699.0,61.0,1,1,0,0,0,1,1,1,"['Soy', 'Nuts']"
466,Gobi Manchurian,Indian,Asian,India,Vegetarian,Snack,100,185.8,13.0,18.9,17.4,5.0,14.0,143.0,4.0,0,0,0,1,1,1,0,1,['Eggs']
467,Gratin de Courgettes,French,European,France,Vegetarian,Dinner,100,140.7,10.1,5.6,48.7,5.6,8.0,273.0,19.0,0,1,1,0,1,1,1,1,['Soy']
468,Kalmi Kebab,Indian,Asian,India,Non-Vegetarian,Dinner,100,315.5,30.0,24.6,22.3,5.4,8.2,981.0,37.0,0,1,1,0,1,1,1,1,"['Nuts', 'Shellfish']"
469,Yachae Twigim,Korean,Asian,South Korea,Vegetarian,Beverage,100,101.7,5.5,14.3,26.4,5.2,13.4,727.0,36.0,0,1,0,0,1,1,1,1,[]
470,Com Chay,Vietnamese,Asian,Vietnam,Vegetarian,Dinner,100,178.5,11.3,7.6,17.6,3.5,5.8,401.0,33.0,0,1,1,0,0,1,0,1,"['Soy', 'Gluten', 'Nuts']"
471,Chicken and Waffles,American,North American,United States,Non-Vegetarian,Breakfast,100,230.0,16.0,15.6,28.6,4.4,7.4,836.0,82.0,1,0,0,0,1,1,1,1,[]
472,Cheese Sambousek,Lebanese,Middle Eastern,Lebanon,Vegetarian,Dinner,100,141.1,4.4,12.3,46.1,4.8,11.3,561.0,37.0,1,0,1,0,1,1,1,1,"['Nuts', 'Gluten']"
473,Salade de Lentilles,French,European,France,Vegetarian,Dinner,100,305.2,9.8,14.2,45.9,5.2,5.6,108.0,33.0,1,0,1,0,1,1,1,1,"['Shellfish', 'Soy', 'Dairy']"
474,Malfouf,Lebanese,Middle Eastern,Lebanon,Vegetarian,Dessert,100,440.3,1.9,21.5,41.2,0.6,39.5,250.0,3.0,1,0,0,0,0,1,1,0,"['Soy', 'Shellfish', 'Gluten']"
475,Balila,Lebanese,Middle Eastern,Lebanon,Vegetarian,Dinner,100,248.7,11.9,3.6,36.3,6.3,2.4,221.0,23.0,1,1,1,0,1,1,1,1,['None']
476,Bouchées à la Reine,French,European,France,Non-Vegetarian,Dinner,100,224.1,33.8,26.0,34.5,1.6,9.7,688.0,72.0,1,1,1,0,1,1,1,1,"['Soy', 'Eggs', 'Shellfish']"
477,Espinacas con Garbanzos,Spanish,European,Spain,Vegetarian,Lunch,100,112.6,3.6,14.8,28.3,3.8,9.6,277.0,23.0,0,1,1,0,1,1,1,1,[]
478,Corn Pakora,Indian,Asian,India,Vegetarian,Dinner,100,189.8,12.9,17.0,29.1,4.8,6.1,664.0,13.0,0,1,0,0,1,1,1,0,['Dairy']
479,Warak Enab,Lebanese,Middle Eastern,Lebanon,Vegetarian,Dessert,100,262.7,1.8,19.3,41.9,4.2,20.5,367.0,32.0,0,0,0,1,0,1,1,0,"['None', 'Soy']"
480,Mi Quang,Vietnamese,Asian,Vietnam,Non-Vegetarian,Beverage,100,355.9,22.7,18.1,14.1,5.6,1.2,1140.0,112.0,0,1,1,1,1,1,0,1,"['Shellfish', 'Gluten']"
481,Vegetable Chirashi,Japanese,Asian,Japan,Vegetarian,Dinner,100,232.9,3.4,11.1,26.3,3.3,10.2,780.0,22.0,0,0,1,0,1,1,1,0,['Nuts']
482,Safiha,Lebanese,Middle Eastern,Lebanon,Non-Vegetarian,Dinner,100,328.7,16.4,17.2,8.5,3.7,9.4,896.0,39.0,0,1,0,1,0,0,1,0,"['Nuts', 'None', 'Gluten']"
483,Mushroom Tacos,Mexican,Latin American,Mexico,Vegetarian,Snack,100,188.7,9.6,9.9,43.3,8.5,9.6,361.0,10.0,0,0,0,1,0,1,0,1,"['None', 'Nuts', 'Eggs']"
484,Pasta alle Noci,Italian,European,Italy,Vegetarian,Beverage,100,126.5,7.3,10.0,37.0,7.3,2.0,377.0,7.0,0,1,1,0,1,1,1,1,['Shellfish']
485,Chicken 555,Indian,Asian,India,Non-Vegetarian,Lunch,100,189.2,31.5,8.9,17.6,1.0,8.8,801.0,58.0,0,1,1,0,0,0,1,1,"['None', 'Nuts', 'Eggs']"
486,Kappa Maki,Japanese,Asian,Japan,Vegetarian,Beverage,100,225.6,11.8,19.3,18.8,9.1,14.1,741.0,25.0,0,1,1,1,0,1,0,1,[]
487,Vegetable Fabada,Spanish,European,Spain,Vegetarian,Breakfast,100,357.5,11.0,20.0,35.9,5.7,9.7,612.0,33.0,1,0,1,0,1,1,1,1,[]
488,Coq au Riesling,French,European,France,Non-Vegetarian,Beverage,100,186.6,31.7,19.9,30.3,2.6,3.8,1124.0,60.0,1,0,1,0,1,1,1,1,['Soy']
489,Caldo de Res,Mexican,Latin American,Mexico,Non-Vegetarian,Beverage,100,361.1,24.7,19.3,14.3,3.4,3.3,335.0,63.0,1,1,0,1,0,1,1,1,"['Gluten', 'None', 'Eggs']"
490,Empress Chicken,Chinese,Asian,China,Non-Vegetarian,Beverage,100,151.6,34.6,29.2,16.9,4.4,3.5,904.0,127.0,0,1,0,0,1,1,1,1,['Eggs']
491,Goi Du Du,Vietnamese,Asian,Vietnam,Vegetarian,Breakfast,100,436.7,11.0,20.7,28.0,7.9,2.5,522.0,26.0,1,1,0,0,1,0,1,1,['Soy']
492,Chicken Avgolemono,Greek,European,Greece,Non-Vegetarian,Snack,100,322.0,17.4,28.6,10.4,3.7,2.2,576.0,96.0,1,0,0,1,1,0,1,0,"['Shellfish', 'Nuts']"
493,Moules Marinières,French,European,France,Non-Vegetarian,Dinner,100,254.3,18.2,11.8,17.5,4.5,9.0,376.0,77.0,0,1,1,0,1,0,1,0,"['Gluten', 'Dairy', 'Shellfish']"
494,Chole Bhature,Indian,Asian,India,Vegetarian,Lunch,100,125.1,3.2,14.2,34.1,3.3,4.3,117.0,33.0,0,1,1,1,0,1,1,0,"['Eggs', 'None', 'Gluten']"
495,Rau Muong Xao,Vietnamese,Asian,Vietnam,Vegetarian,Breakfast,100,443.7,7.0,9.6,46.1,7.5,9.6,135.0,2.0,1,0,1,1,1,1,0,1,[]
496,Tarte aux Champignons,French,European,France,Vegetarian,Lunch,100,243.5,7.7,3.5,33.3,2.1,12.0,315.0,2.0,0,0,1,0,1,1,1,0,"['Dairy', 'Gluten']"
497,Spaghetti con le Vongole,Italian,European,Italy,Non-Vegetarian,Beverage,100,297.1,23.0,29.4,21.3,1.7,7.1,544.0,139.0,0,1,1,0,1,1,1,1,['Dairy']
498,Mango Sticky Rice,Thai,Asian,Thailand,Vegetarian,Beverage,100,193.7,9.6,3.9,27.0,8.7,12.3,257.0,9.0,0,1,1,1,1,1,1,1,['Dairy']
499,Quiche Lorraine,French,European,France,Non-Vegetarian,Dinner,100,354.3,33.6,10.1,18.5,2.0,8.7,375.0,55.0,1,1,1,0,1,1,1,1,"['Soy', 'Dairy']"
500,Bekri Meze,Greek,European,Greece,Non-Vegetarian,Snack,100,338.1,16.0,18.8,18.3,2.0,3.9,777.0,49.0,1,0,1,1,1,1,1,1,"['Eggs', 'Shellfish']"
501,Goi Ngo Sen,Vietnamese,Asian,Vietnam,Vegetarian,Snack,100,243.0,12.7,15.9,16.2,3.2,4.8,353.0,16.0,1,0,0,1,1,1,0,0,"['Nuts', 'Soy', 'Gluten']"
502,Vegetable Kofta,Lebanese,Middle Eastern,Lebanon,Vegetarian,Breakfast,100,369.9,5.9,5.7,31.8,5.9,5.5,549.0,10.0,1,0,1,0,1,1,1,1,[]
503,Skordalia,Greek,European,Greece,Vegetarian,Lunch,100,321.5,13.7,8.1,19.2,5.3,4.4,571.0,33.0,1,1,1,0,1,1,1,0,"['None', 'Dairy']"
504,Esquites,Mexican,Latin American,Mexico,Vegetarian,Breakfast,100,368.3,17.4,12.9,24.7,6.2,8.5,570.0,11.0,1,1,0,1,1,1,1,1,"['Nuts', 'Soy', 'Shellfish']"
505,Hamburger,American,North American,United States,Non-Vegetarian,Breakfast,100,220.3,19.9,8.1,49.7,7.8,16.3,893.0,99.0,1,1,0,0,1,1,1,1,['Eggs']
506,Cotoletta alla Milanese,Italian,European,Italy,Non-Vegetarian,Snack,100,366.5,20.8,18.3,23.6,2.5,4.3,597.0,98.0,0,1,1,1,1,0,1,0,['Dairy']
507,Goan Fish Curry,Indian,Asian,India,Non-Vegetarian,Breakfast,100,412.6,8.0,23.7,40.7,6.8,12.0,1002.0,32.0,1,0,0,0,1,1,1,1,"['Eggs', 'None', 'Soy']"
508,Paella,Spanish,European,Spain,Non-Vegetarian,Lunch,100,354.6,15.8,27.6,34.8,1.8,2.1,989.0,60.0,0,1,1,1,0,1,1,1,"['Eggs', 'Shellfish']"
509,Vegetable Tarte Tatin,French,European,France,Vegetarian,Lunch,100,316.4,4.2,5.1,49.2,7.4,12.9,327.0,27.0,0,1,1,0,1,1,0,0,"['Dairy', 'Nuts', 'Eggs']"
510,Goi Cuon,Vietnamese,Asian,Vietnam,Non-Vegetarian,Snack,100,298.6,27.1,23.0,22.3,2.6,2.8,992.0,57.0,0,1,0,1,1,1,1,1,"['Eggs', 'Nuts', 'Dairy']"
511,Sindhi Biryani,Indian,Asian,India,Non-Vegetarian,Dinner,100,323.1,19.7,21.8,27.4,1.3,0.6,418.0,103.0,0,1,0,0,0,1,1,1,['Eggs']
512,Tekkadon,Japanese,Asian,Japan,Non-Vegetarian,Dinner,100,362.4,15.9,24.2,15.2,2.9,9.3,599.0,86.0,1,0,1,1,1,1,1,1,"['None', 'Eggs', 'Gluten']"
513,Chilorio,Mexican,Latin American,Mexico,Non-Vegetarian,Lunch,100,153.4,16.6,13.7,5.8,3.8,4.3,793.0,51.0,0,1,1,0,1,1,1,1,['Eggs']
514,Tarte à l'Oignon,French,European,France,Vegetarian,Lunch,100,174.0,11.0,19.4,12.0,9.1,9.1,495.0,20.0,0,1,1,0,1,1,1,1,"['None', 'Dairy', 'Shellfish']"
515,Buffalo Chicken Wings,American,North American,United States,Non-Vegetarian,Snack,100,167.3,16.8,21.2,15.2,5.5,4.1,429.0,116.0,0,0,0,1,0,1,1,1,[]
516,Costolette di Agnello,Italian,European,Italy,Non-Vegetarian,Dinner,100,223.3,25.5,23.4,32.0,4.8,6.8,912.0,144.0,0,1,1,0,1,1,0,1,"['Eggs', 'None']"
517,Moo Tod Kratiem,Thai,Asian,Thailand,Non-Vegetarian,Breakfast,100,274.0,5.0,10.4,26.5,5.6,13.4,834.0,32.0,0,0,1,0,1,0,1,1,"['Shellfish', 'Nuts', 'Eggs']"
518,Ravioli ai Funghi,Italian,European,Italy,Vegetarian,Dessert,100,418.6,3.9,23.3,44.5,1.7,18.4,166.0,33.0,0,1,0,0,1,1,1,1,"['None', 'Shellfish']"
519,Sweet and Sour Lotus Root,Chinese,Asian,China,Vegetarian,Breakfast,100,429.6,14.7,7.1,32.1,6.1,16.0,183.0,0.0,1,1,0,0,0,1,1,1,"['Gluten', 'None']"
520,Gyros,Greek,European,Greece,Non-Vegetarian,Dessert,100,413.6,4.2,15.1,25.5,2.7,36.3,1162.0,98.0,0,1,0,0,1,0,1,1,['Nuts']
521,Fugu (Pufferfish),Japanese,Asian,Japan,Non-Vegetarian,Beverage,100,278.6,16.7,20.1,16.4,3.6,3.9,516.0,41.0,0,1,1,0,1,1,1,0,"['Gluten', 'Dairy', 'Eggs']"
522,Soupe à l'Oignon,French,European,France,Vegetarian,Breakfast,100,278.7,6.4,8.5,49.6,4.1,11.6,712.0,40.0,1,1,0,1,1,1,1,1,"['Soy', 'Eggs']"
523,Pollo al Ajillo,Spanish,European,Spain,Non-Vegetarian,Snack,100,295.7,31.2,15.2,14.2,2.4,6.7,914.0,68.0,0,0,0,1,1,1,1,1,[]
524,Nom Du Du,Vietnamese,Asian,Vietnam,Vegetarian,Snack,100,133.3,10.6,5.2,33.1,7.5,10.8,627.0,35.0,1,1,0,0,1,1,1,1,"['Gluten', 'Soy']"
525,Sweet and Sour Tofu,Chinese,Asian,China,Vegetarian,Dinner,100,225.0,11.8,13.5,17.5,2.2,5.0,410.0,25.0,0,1,1,0,1,1,1,0,"['Dairy', 'None']"
526,Banh Mi,Vietnamese,Asian,Vietnam,Non-Vegetarian,Breakfast,100,412.5,7.9,7.5,48.9,1.8,10.6,827.0,95.0,1,1,1,0,1,1,1,1,['None']
527,Galatopita,Greek,European,Greece,Non-Vegetarian,Beverage,100,171.5,16.1,10.3,22.6,3.3,2.3,874.0,128.0,1,0,1,0,1,1,0,1,[]
528,Chorizo,Spanish,European,Spain,Non-Vegetarian,Beverage,100,160.4,25.0,23.2,12.6,1.8,6.1,1108.0,127.0,0,1,0,0,1,1,1,1,[]
529,Oi Naengguk,Korean,Asian,South Korea,Vegetarian,Dessert,100,374.9,7.6,17.3,47.4,2.3,19.7,591.0,22.0,1,1,0,1,0,1,1,0,['None']
530,Red Curry,Thai,Asian,Thailand,Non-Vegetarian,Dessert,100,307.6,9.2,10.4,36.1,0.3,34.2,932.0,70.0,0,0,1,1,1,1,1,1,[]
531,Batata Harra,Lebanese,Middle Eastern,Lebanon,Vegetarian,Dinner,100,268.9,7.8,15.9,28.2,5.3,14.1,276.0,5.0,1,1,1,0,1,1,0,1,[]
532,Hamachi Kama,Japanese,Asian,Japan,Non-Vegetarian,Breakfast,100,346.1,19.5,12.6,21.9,3.4,11.1,446.0,109.0,1,0,0,0,0,1,1,1,['Eggs']
533,Arrosto di Maiale,Italian,European,Italy,Non-Vegetarian,Breakfast,100,449.4,11.8,12.1,32.0,1.8,17.9,673.0,76.0,1,0,0,0,1,0,1,0,[]
534,Dakgalbi,Korean,Asian,South Korea,Non-Vegetarian,Snack,100,314.9,23.8,22.3,6.8,4.9,9.4,884.0,145.0,0,0,0,1,1,1,1,0,"['Gluten', 'None', 'Eggs']"
535,Haemul Pajeon,Korean,Asian,South Korea,Non-Vegetarian,Beverage,100,187.9,24.5,21.2,22.5,2.4,3.4,414.0,77.0,1,0,1,0,0,1,1,1,"['Gluten', 'Dairy']"
536,Costolette di Maiale,Italian,European,Italy,Non-Vegetarian,Breakfast,100,240.7,16.0,9.2,21.8,4.9,12.7,1085.0,99.0,1,0,0,0,0,1,1,1,"['Shellfish', 'Nuts']"
537,Avocado Maki,Japanese,Asian,Japan,Vegetarian,Beverage,100,186.4,12.6,12.2,13.2,6.5,13.7,377.0,12.0,0,1,1,1,1,1,1,1,[]
538,Tortilla de Patatas,Spanish,European,Spain,Vegetarian,Snack,100,135.9,4.8,10.4,33.8,2.6,14.2,629.0,23.0,0,0,0,1,1,1,1,1,"['Shellfish', 'Gluten', 'Nuts']"
539,Vegetable Gratin Dauphinois,French,European,France,Vegetarian,Beverage,100,307.1,4.0,11.1,35.2,8.6,12.0,294.0,38.0,1,1,1,1,1,1,1,0,['Gluten']
540,Carne Asada,Mexican,Latin American,Mexico,Non-Vegetarian,Dinner,100,181.1,32.5,29.4,10.3,4.3,0.4,665.0,92.0,0,0,1,0,1,0,1,1,"['Dairy', 'Soy', 'None']"
541,Beoseot Jeongol,Korean,Asian,South Korea,Vegetarian,Breakfast,100,345.2,19.0,18.4,34.4,6.7,19.1,115.0,39.0,1,1,0,0,1,1,1,1,[]
542,Gopchang,Korean,Asian,South Korea,Non-Vegetarian,Beverage,100,171.5,31.3,14.2,9.0,2.6,6.4,643.0,37.0,0,1,1,0,1,0,1,0,"['Nuts', 'Gluten', 'Soy']"
543,Garides me Feta,Greek,European,Greece,Non-Vegetarian,Dinner,100,299.9,33.0,16.4,11.5,2.7,0.5,1038.0,129.0,0,0,1,0,1,1,1,1,[]
544,Vegetable Bulgogi,Korean,Asian,South Korea,Vegetarian,Beverage,100,247.0,7.2,16.6,32.2,8.6,9.8,649.0,24.0,0,1,1,1,1,1,1,1,"['Eggs', 'Gluten', 'Soy']"
545,Vegetable Nimono,Japanese,Asian,Japan,Vegetarian,Breakfast,100,303.5,19.4,15.8,38.2,2.5,13.3,500.0,7.0,1,1,1,0,1,0,1,1,[]
546,Gambas al Ajillo,Spanish,European,Spain,Non-Vegetarian,Dessert,100,217.9,6.4,25.3,43.3,1.1,31.7,372.0,83.0,1,1,1,0,0,1,1,0,"['Gluten', 'Nuts', 'Soy']"
547,Loubieh Bil Zeit,Lebanese,Middle Eastern,Lebanon,Vegetarian,Dinner,100,140.8,5.2,6.4,25.5,2.4,6.6,458.0,19.0,0,1,1,0,1,1,1,1,"['Soy', 'None', 'Gluten']"
548,Beef Shawarma,Lebanese,Middle Eastern,Lebanon,Non-Vegetarian,Dessert,100,314.8,8.6,12.9,42.7,0.3,16.8,816.0,98.0,1,1,0,0,0,0,1,1,"['Eggs', 'None']"
549,Vegetable Dumplings,Chinese,Asian,China,Vegetarian,Lunch,100,319.5,9.7,19.3,11.9,2.8,1.6,230.0,22.0,1,1,1,0,1,1,0,0,['Eggs']
550,Shoyu Ramen,Japanese,Asian,Japan,Non-Vegetarian,Breakfast,100,361.4,5.7,23.9,45.3,3.1,3.4,453.0,45.0,1,0,1,0,0,0,1,1,['Shellfish']
551,Avocado Tacos,Mexican,Latin American,Mexico,Vegetarian,Dinner,100,130.8,9.2,7.2,24.3,9.9,10.6,764.0,6.0,0,1,0,0,1,1,0,1,"['Nuts', 'Dairy', 'Gluten']"
552,Vegetable Pozole,Mexican,Latin American,Mexico,Vegetarian,Beverage,100,195.5,9.7,4.3,10.2,7.4,10.0,388.0,20.0,0,1,1,0,1,1,0,1,"['Dairy', 'Gluten', 'Nuts']"
553,Paneer Tikka Masala,Indian,Asian,India,Vegetarian,Dinner,100,203.9,3.3,8.7,17.1,2.8,14.4,520.0,29.0,0,1,1,0,0,1,0,1,"['Dairy', 'None']"
554,Cold Sesame Noodles,Chinese,Asian,China,Vegetarian,Breakfast,100,278.8,10.9,9.7,22.9,2.3,16.4,574.0,22.0,1,0,1,0,1,1,1,0,"['Eggs', 'Dairy']"
555,Duck Red Curry,Thai,Asian,Thailand,Non-Vegetarian,Beverage,100,268.8,33.4,9.6,13.4,2.1,7.8,1193.0,59.0,0,1,0,0,0,1,1,0,['Dairy']
556,Daoud Basha,Lebanese,Middle Eastern,Lebanon,Non-Vegetarian,Beverage,100,368.6,31.6,12.9,17.0,2.5,9.8,463.0,126.0,0,1,1,0,1,1,0,1,['Nuts']
557,Queso Fundido,Mexican,Latin American,Mexico,Vegetarian,Beverage,100,183.5,11.8,10.1,33.1,8.7,12.3,706.0,2.0,0,1,0,0,1,1,1,0,[]
558,Gaeng Tai Pla,Thai,Asian,Thailand,Non-Vegetarian,Dessert,100,407.6,2.3,18.3,44.2,2.0,28.0,1197.0,46.0,1,0,1,0,0,1,1,1,[]
559,Chili Rellenos,Mexican,Latin American,Mexico,Vegetarian,Lunch,100,268.9,7.8,5.3,16.3,9.6,13.3,735.0,40.0,0,1,1,0,1,0,1,1,['None']
560,Piccione al Forno,Italian,European,Italy,Non-Vegetarian,Snack,100,202.1,22.1,22.7,19.5,2.5,3.6,834.0,99.0,0,0,0,1,1,1,1,0,"['Nuts', 'Eggs']"
561,Kheer,Indian,Asian,India,Vegetarian,Snack,100,140.4,8.7,12.4,32.8,3.7,11.4,118.0,14.0,1,1,0,1,1,1,1,1,['Gluten']
562,Lasagna Vegetariana,Italian,European,Italy,Vegetarian,Dinner,100,295.1,9.8,7.4,37.8,6.5,12.1,615.0,24.0,0,1,1,0,1,1,1,1,['None']
